# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1551726	AI	1	2578	0	13	10.9	241	2907	recent@AI|top@AI	HOT,SIGNAL	Jacob Tsimerman on winning 2026 Fields medal and leaving academia for OpenAI
1551914	bitcoin	1	907	0	0	0.3	934367	978	recent@bitcoin|top@bitcoin	FRESH,SIGNAL	Market for renting Fidelity Bonds · joinmarket-ng
1551734	security	1	476	0	4	10.8	1	27172	recent@bitcoin|top@bitcoin|recent@lightning	SIGNAL	Atomiq, bitcoin alt swapper, shuts down following "sophisticated AI attacks"
1551824	lol	2	362	0	0	6.6	296825	5169	recent@tech|top@tech	SIGNAL	What else can you use to find subdomains?
1551820	bitcoin	1	230	0	1	7.0	296825	5169	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	Unlukey: a tool to  identify wallet addresses generated from weak seed phrases
1551744	bitcoin_beginners	1	198	0	4	10.6	1532836	295	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining	SIGNAL	Blockparty #35 Saturday 22
1551789	security	1	146	0	0	9.0	135735	21	recent@security|top@security	SIGNAL	CareCloud breach exposes data of 3.76 million patients
1551719	bitcoin_beginners	1	145	0	0	11.2	296825	5169	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	Bitcoin Monetary Node
1551900	AI	1	125	0	1	2.3	934367	978	recent@AI|top@AI	SIGNAL	DeepSeek plugin based harness - Fireship - YouTube
1551724	bitcoin_beginners	1	107	0	2	11.0	296825	5169	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	Bitcoin Alpha 2026 — Invite-Only Unconference · Santa Monica
1551319	lightning	1	14142	0	17	25.9	14089	272	recent@lightning	HOT	I closed my node c-otto.de
1551629	privacy	1	8849	0	2	14.6	12309	3625	recent@privacy|top@privacy	HOT	Federal judge strikes down ATF 'ghost gun' rule for 3D printed parts
1551365	tech	1	6195	0	6	22.7	74100	12093	recent@tech|top@tech	HOT	IDN homograph phishing and an election in Alaska
1551336	AskSN	2	4140	0	12	24.5	1242375	191	recent@bitcoin	HOT,SELF_POST_OPP	Have you ever had a utxo rejected by an exchange, merchant, or gift card co?
1551592	bitcoin	1	3661	0	12	15.3	1420309	26	recent@bitcoin|top@bitcoin	HOT	Coinos NWC keys rotated
1551655	AI	1	3501	0	6	13.1	4078	5404	recent@AI|top@AI	HOT	Terence Tao - Mathematics in the age of AI
1551313	the_stacker_muse	3	2574	0	6	26.3	74100	12093	recent@bitcoin	HOT,SELF_POST_OPP	You Cannot Store "Lifetime" - John Carvalho
1551417	bitcoin_Mining	1	1988	0	8	20.4	30782	25517	recent@bitcoin_Mining|top@bitcoin_Mining	HOT	Kbox 22TH 300W Quiet Hash Heater - GekkoScience
1551573	bitcoin	1	1814	0	1	15.7	74100	12093	recent@bitcoin|top@bitcoin|recent@bitdevs	HOT	Bitcoin Dev Launchpad First Cohort: Alumni Outlook
1551476	bitcoin	1	1196	0	9	18.2	74100	12093	recent@bitcoin|top@bitcoin	HOT	We replaced our ledger with two functions - River
1551640	AI	1	1111	0	1	14.1	1	27172	recent@bitcoin|top@bitcoin|recent@lightning	HOT	One thing L402 can learn from x402
