# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1546011	security	1	1708	0	6	10.4	1	27084	recent@bitcoin|top@bitcoin|recent@bitdevs	HOT,SIGNAL	Coldcard: the technical autopsy of an entropy failure
1546122	bitcoin	1	1204	0	1	6.1	553	3524	recent@bitcoin|top@bitcoin|recent@bitdevs	HOT,SIGNAL	Floresta Roadmap 2026: From Building Capabilities to Hardening the Node
1545954	BooksAndArticles	2	957	0	6	12.0	724606	12058	recent@econ|top@econ|recent@BooksAndArticles	SIGNAL,SELF_POST_OPP	Den on Blueberries and the "Fortune of the Commons" (TDE, JB)
1546082	news	2	941	0	2	8.3	9274	26218	recent@bitcoin_Mining|top@bitcoin_Mining|recent@news	SIGNAL	Compass Mining  Breach August 10th 2026
1545961	AI	1	674	0	3	11.9	51481	4120	recent@bitcoin_Mining|top@bitcoin_Mining|recent@AI	SIGNAL	Riot Platforms strikes deal with Anthropic as bitcoin miners shift focus to AI
1546155	tech	1	653	0	0	3.8	256599	719	recent@privacy|top@privacy|recent@tech	SIGNAL	I didn't set a cookie.
1545963	bitcoin	1	475	0	3	11.9	328486	4746	recent@bitcoin|top@bitcoin	SIGNAL	Of the Two Scarcities and the Eternal Postponement of the Blockspace Apocalypse
1546000	Politics_And_Law	3	332	0	0	11.1	88718	46346	recent@econ|top@econ	SIGNAL	Why a BRICS Gold Standard Is a Fiction
1546143	Construction_and_Engineering	2	317	0	0	4.5	1022234	571	recent@Construction_and_Engineering|top@Construction_and_Engineering	SIGNAL	PoW 8/11/26
1546058	AI	1	267	0	0	8.9	144357	4444	recent@tech|top@tech|recent@AI	SIGNAL	Methodology: Rise of Agentic AI force security teams to become research aware
1546132	bitcoin_beginners	1	207	0	1	5.2	1433185	234	recent@bitcoin_beginners|top@bitcoin_beginners|recent@ideasfromtheedge	SIGNAL	Do it the Korean way. 🟠
1546059	econ	2	186	0	0	8.9	88718	46346	recent@econ|top@econ	SIGNAL	Why Don’t We Keep Buying? (And Buying)
1546216	bitcoin_Mining	1	183	0	2	0.4	273359	857	recent@bitcoin_Mining|top@bitcoin_Mining	FRESH,SIGNAL	Knots replay protection ACTIVATED for coinjoin descendants on the Core chain
1546078	bitcoin	1	159	0	4	8.5	1532836	218	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	The resurrection of @inp2bot
1546163	lightning	1	146	0	1	2.8	59330	54	recent@lightning|top@lightning	SIGNAL	Kraken shut their node... moving
