# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1533974	security	1	10423	0	2	5.2	1533974	1	recent@bitcoin|top@bitcoin|recent@security	HOT,SIGNAL	More info about arca released
1533741	bitcoin	1	5673	0	0	11.2	133081	689	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Cryptographic Alchemy: Inside the Magic of Bitcoin’s BIP459
1534075	lightning	1	5439	0	1	3.7	280679	22606	recent@lightning|top@lightning	HOT,SIGNAL	ZeusLN/zeus · Release v13.1.3
1533819	bitcoin	1	5336	0	16	8.5	280679	22606	recent@bitcoin|top@bitcoin	HOT,SIGNAL	BIP110 Situation Monitor: Live
1533846	AI	1	2839	0	1	7.7	68842	616	recent@AI|top@AI	HOT,SIGNAL	AI companies are shredding rare books
1533916	bitcoin	1	2700	0	5	5.9	178	921	recent@bitcoin|top@bitcoin	HOT,SIGNAL	The Messy Middle: Or What Actually Happens if BIP110 Splits the Chain
1533826	bitcoin	1	2238	0	0	8.4	1278026	697	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	HOT,SIGNAL	Buying Bitcoin KYC/P2P? Do you know your exchange/peer fork policy?
1534141	nostr	1	2211	0	0	2.5	462245	295	recent@lightning|top@lightning|recent@nostr	HOT,SIGNAL	BOLT 12: payer proofs has been merged - Wen BOLT12 zaps?
1533832	Design	2	1707	0	4	8.2	776307	1211	recent@tech|top@tech	HOT,SIGNAL	Olivetti: How Italy Beat America to the Personal Computer, and Lost It
1533726	meta	1	1588	0	20	11.8	273359	700	recent@privacy|top@privacy|recent@meta	HOT,SIGNAL	"chan" style territories
1534103	bitcoinplusplus	1	1471	0	1	3.3	280679	22606	recent@bitcoinplusplus|top@bitcoinplusplus	HOT,SIGNAL	[LIVE] bitcoin++ Consensus Edition: Fork Strategies Panel
1534047	bitcoin	1	1439	0	0	4.2	280679	22606	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Transaction rate-limiting
1533807	bitcoin	1	1067	0	2	9.0	74100	11565	recent@bitcoin|top@bitcoin|recent@mempool	HOT,SIGNAL	A mempool as a post office - DoktorShift
1534118	meta	1	1026	0	10	2.9	984933	1771	recent@meta|top@meta	HOT,SIGNAL	Is it possible to schedule posts with a deposit on Stacker News?
1533822	science	2	702	0	1	8.5	1490792	347	recent@tech|top@tech	SIGNAL	Telepathic Wheelchair Control | Neuralink
1533862	lightning	1	477	0	0	7.2	440729	209	recent@lightning|top@lightning	SIGNAL	Biggest Channel Opened Today (2.1 BTC) + New Node Spotlight (034aa50c4cc29dc84…)
1533902	AskSN	2	263	0	1	6.2	1054143	1015	recent@privacy|top@privacy	SIGNAL	Are We Trading Our Privacy for Convenience Without Even Realizing It?
1533766	meta	1	255	0	0	10.4	36151	1569	recent@meta|top@meta	SIGNAL	This Day on SN: July 27
1534130	AI	1	146	0	0	2.7	934367	935	recent@AI|top@AI	SIGNAL	STOLEN COMPUTE — exposed AI is free AI
1533897	meta	1	140	0	16	6.3	273359	700	recent@meta|top@meta	SIGNAL	Bug fixes?
1533167	nostr	1	5977	0	30	31.3	74100	11565	recent@nostr	HOT	Why Nostr Identity Is Not a Negotiable Feature - alp
1533211	bitcoin	1	3319	0	1	29.9	178	921	recent@bitcoin	HOT	Sunday Survey: How many blocks will BIP110 signaling blocks be mined on 8/8/26?
1533182	lightning	1	2185	0	1	30.8	263526	514	recent@lightning	HOT	Lightning Terminal release passkey support for device-based auth
1533173	lightning	1	1819	0	3	31.2	440729	209	recent@lightning	HOT	Biggest Channel Opened Today (2.0 BTC) + New Node Spotlight (033459f1256c0261e…)
1533091	meta	1	1670	0	3	33.2	1524952	24	recent@meta	HOT	Improvements to post editing shortcuts
1533307	bitcoin	1	1200	0	13	27.7	38951	2244	recent@bitcoin	HOT	What’s the best wallet to connect to SN?
1533542	bitcoin	1	886	0	2	22.1	280679	22606	recent@bitcoin|top@bitcoin		BIP352 Silent Payments sender plugin for Electrum
1533196	bitcoin	1	831	0	11	30.2	273359	700	recent@bitcoin|recent@bitdevs|recent@lightning		Omega Splice - Dusty Daemon
1533071	meta	1	656	0	0	34.4	36151	1569	recent@meta		This Day on SN: July 26
1533368	bitcoin	1	645	0	1	26.5	30993	3601	recent@bitcoin		Hummingbird: The Bitcoin Jungle Story | FULL MOVIE | Documentary
1533569	gaming	3	464	0	0	20.9	2795	1383	recent@bitcoin|top@bitcoin|recent@lightning		Bitcoin is a truth telling machine...
1533653	bitcoin_beginners	1	413	0	4	17.2	238412	207	recent@bitcoin_beginners|top@bitcoin_beginners		Dear Son...
1533278	bitcoin	1	403	0	5	28.4	1533278	3	recent@bitcoin		Satoshi Sharps announces this year's buy-ins for NFL Survivor. Pleb & Whale pool
1533092	bitcoin	1	363	0	1	33.2	273359	700	recent@bitcoin		BitMart Exchange is shutting down
1533420	AI	1	334	0	0	25.3	1293586	2077	recent@tech|recent@AI		How much energy do data centers and artificial intelligence use?
