# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1549750	bitcoin	1	1778	0	1	1.7	1014665	227	recent@bitcoin|top@bitcoin	FRESH,HOT,SIGNAL	Bitcoin post-quantum R&D tldr - Conduition on the state of Bitcoin post-quantum
1549657	bitcoin	1	1694	0	10	6.4	163128	3753	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Mechanic: "It's Been 15 Years, I'm Out"
1549640	math	2	1285	0	5	7.6	74100	12040	recent@bitcoin|top@bitcoin	HOT,SIGNAL,SELF_POST_OPP	Dice to seed - Keith Mukai
1549793	bitcoin	1	939	5000	0	0.5	48657	14726	recent@bitcoin|top@bitcoin	OPEN_BOUNTY,LOW_COMP,FRESH,SIGNAL	⚡Best tips for running a profitable lighting node?⚡
1549725	AI	1	600	0	0	3.1	440139	4258	recent@tech|top@tech|recent@AI	SIGNAL	How AI text watermarking works
1549765	bitcoin	1	561	0	1	1.0	74100	12040	recent@bitcoin|top@bitcoin|recent@bitdevs	FRESH,SIGNAL	krux project has a new maintainer: JohnDoe_le_frog
1549774	bitcoin	1	510	0	0	0.8	341578	5918	recent@bitcoin|top@bitcoin	FRESH,SIGNAL	Going live in 3 hours with Age of Abundance to talk post split Bitcoin
1549719	Geyser_community	3	505	0	3	3.2	12393	460	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	Bitcoin Culture Is Not Dead. It Just Stopped Being One Culture
1549587	AI	1	486	0	5	10.7	1245155	251	recent@privacy|top@privacy|recent@tech	SIGNAL	People are Protesting the Wrong Things
1549663	bitcoin	1	450	0	3	6.0	133081	700	recent@bitcoin|top@bitcoin	SIGNAL	BIP-118 vs. BIP-448: How Much Should a Bitcoin Signature Remember?
1549754	lightning	1	443	0	1	1.5	440729	233	recent@lightning|top@lightning	FRESH,SIGNAL	Biggest Channel Opened Today (4.0 BTC) + New Node Spotlight (034529b085724e127…)
1549805	bitcoin	1	304	0	0	0.2	178	927	recent@bitcoin|top@bitcoin	FRESH,SIGNAL	Bitcoin Tech Talk #514: Incentives, Poor Zs, Fertility/Fiat, Food Importance++
1549709	bitcoin	1	226	0	0	3.8	74100	12040	recent@bitcoin|top@bitcoin|recent@lightning	SIGNAL	bitcoin-decoder: Decode all things bitcoin - Psycarlo
1549796	bitcoin	1	102	0	0	0.4	462245	299	recent@bitcoinplusplus|top@bitcoinplusplus	FRESH,SIGNAL	Stable Payjoin — Last Week in Bitcoin (Aug 10 - 16)
1549006	bitcoin	1	13490	0	30	34.0	223678	6014	recent@bitcoin	HOT	At what point did we stop caring about freedom?
1549045	lightning	1	6102	0	22	31.3	163128	3753	recent@lightning	HOT	The new Wallet of Satoshi "Lightning" wallet is NOT self-custodial!
1549206	bitcoin	1	2777	0	2	24.6	47274	143	recent@bitcoin	HOT	When the news of the Coldcard hack hit the hood...
1549388	bitdevs	1	1820	0	17	20.0	12582	1661	recent@bitdevs|top@bitdevs|recent@privacy	HOT	my github nym has been suspended, wtf
1549036	bitcoin	1	869	0	2	31.7	163128	3753	recent@bitcoin|recent@lightning		Ungovernable: A movement of resistance podcast
1549399	bitcoin	1	736	0	4	19.7	178	927	recent@bitcoin|top@bitcoin		Sunday Survey: Did we bottom?
1548999	AI	1	681	0	0	34.2	296825	5152	recent@AI		Qwen3.8-27B-Uncensored-FP8 : On Building AI Red Team
1549242	bitcoin	1	641	0	2	23.6	74100	12040	recent@bitcoin|top@bitcoin|recent@bitdevs		bitcoin-node-os-fingerprint via nmap - ViniciusCestarii
1549347	bitcoin	1	612	0	4	21.6	1504918	29	recent@bitcoin|top@bitcoin		Satoshi Nakamoto Defended Bitcoin against an overflow bug 16 Years Ago Today
1549026	Design	2	579	0	1	32.7	163128	3753	recent@bitcoin|recent@lightning|recent@nostr		Freedom.Tech | Daily Freedom Technology Intelligence News Desk
1549159	tech	1	579	0	3	26.2	12309	3622	recent@privacy|recent@tech		PBS station fears losing 50TB after being ghosted by cloud storage provider
1549100	meta	1	544	0	0	28.8	36151	1595	recent@meta		This Day on SN: August 16
1549430	bitcoin	1	464	0	1	18.6	513690	1660	recent@bitcoin|top@bitcoin|recent@lightning		SwapMarket continues to offer Boltz Swaps
1549050	bitcoin_beginners	1	444	0	1	31.0	296825	5152	recent@bitcoin_beginners|recent@lightning		[Today in History] 55 years, Nixon ended the dollar's convertibility into gold
1549023	bitcoin_beginners	1	426	0	0	32.9	296825	5152	recent@bitcoin_beginners|recent@lightning		Bitcoin Open Roadmap | Block
1549166	gaming	3	407	0	0	26.0	12309	3622	recent@tech		Modern OLEDs are just as vulnerable to burn-in as 2017 panels
1549358	security	1	367	0	0	21.4	416864	926	recent@security|top@security|recent@tech		TryHackMe's HackerHolidays 2026 Event - Day 05 - Beach Bar [writeup]
1549509	art	3	231	0	0	15.1	798714	1355	recent@devs|top@devs|recent@tech		Text Slide Maker tool (looking for user feedback / use on Laptop)
1549484	security	1	206	0	0	16.1	297791	7641	recent@security|top@security		Hackers exploited macOS Screen Sharing flaw to install Monero miners
1549366	bitcoin	1	194	0	2	21.0	1532836	263	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners		24 definitions of Bitcoin:
1549333	bitcoin	1	194	0	1	21.8	1532836	263	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining		Blockparty #34 statistics
1549264	bitcoin_beginners	1	36	0	0	23.4	296825	5152	recent@bitcoin_beginners|top@bitcoin_beginners		Coldcard losses have exceeded $115M (based on the price when coins were stolen)
1549005	bitcoin	1	36	0	1	34.1	296825	5152	recent@bitcoin_beginners|recent@bitdevs		The Bitcoin Alliance
1549021	bitcoin	1	36	0	2	33.2	296825	5152	recent@bitcoin_beginners|recent@lightning		Diversify Your Keys, Not Your Coins
