# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1547292	bitcoin	1	1232	0	0	11.8	934367	966	recent@bitcoin|top@bitcoin	HOT,SIGNAL	JoinMarket Directory Node nick hijacking vulnerability
1547591	tech	1	427	0	1	3.2	900202	2670	recent@tech|top@tech	SIGNAL	X (fka Twitter) - GitHub
1547505	bitcoin	1	394	0	2	6.3	1516345	4	recent@bitcoin|top@bitcoin	SIGNAL	Rolling Dice to Generate Fresh Entropy on Coldcard Devices
1547436	bitcoinplusplus	1	317	0	1	9.1	280679	22930	recent@bitcoinplusplus|top@bitcoinplusplus	SIGNAL	Input-triggered transaction expiry — Josh Doman | bitcoin++, consensus edition
1547288	Memes	2	239	0	1	11.8	280679	22930	recent@bitcoinplusplus|top@bitcoinplusplus	SIGNAL	post-quantum isogeny signatures, explained in 30 memes or less — conduition
1547281	bitcoin_beginners	1	206	0	10	11.9	1545780	14	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining	SIGNAL	My first 25 real sats came from writing, not mining
1547328	tech	1	199	0	0	11.3	12309	3611	recent@devs|top@devs	SIGNAL	Geekom IT13 Max 2026 review: Meteor Lake rides again in a $799 mini PC
1546607	bitcoin	1	26513	0	17	33.5	527055	24	recent@bitcoin	HOT	Wasabi Wallet Plans
1546524	bitcoin	1	7539	0	2	35.3	74100	11999	recent@bitcoin|recent@bitdevs	HOT	BIP460: CISA for Taproot Key Path Spends in SegWit v2 - fjahr
1546544	bitcoin	1	5976	0	1	34.8	74100	11999	recent@bitcoin	HOT	Payjoin Dev Kit 1.0 released
1546642	bitcoin	1	4679	0	7	32.7	123513	3	recent@bitcoin	HOT	The DIY Signing Device Revolution is Just Beginning
1547247	lightning	1	3958	0	1	12.5	280679	22930	recent@lightning|top@lightning	HOT	Disclosure: LND doesn't wait for enough confirmations when closing channels
1547052	news	2	3613	0	11	15.3	74100	11999	recent@bitcoin|top@bitcoin	HOT,SELF_POST_OPP	Recent customer data exposed in shipping provider incident - Trezor
1547194	bitcoin	1	2970	0	10	13.1	92827	2796	recent@bitcoin|top@bitcoin	HOT	A casual acceptance of the sentiment shift
1547026	bitcoin	1	2475	0	4	15.6	724606	12068	recent@bitcoin|top@bitcoin	HOT	Gold and Copper on the Blockchain is Upside Only! (FT, Hodgson, Asgari, Hook)
1546942	news	2	1881	0	12	18.1	74100	11999	recent@bitcoin|top@bitcoin	HOT,SELF_POST_OPP	UPDATE ON THE FUTURE OF BOLTZ 📢
1546904	bitcoin	1	1713	0	0	21.8	223678	6004	recent@bitcoin|top@bitcoin	HOT	Eligius miners aware of prayers in block headers?
1547259	bitcoin	1	1557	0	13	12.3	1242375	157	recent@bitcoin|top@bitcoin	HOT	What does "bitcoin failed" mean?
1547264	bitcoin	1	1448	0	5	12.2	223678	6004	recent@bitcoin|top@bitcoin	HOT	Safety/Privacy of Nunchuck (Assisted multisig wallet)
1546660	AI	1	1068	0	0	32.4	280679	22930	recent@lightning|recent@AI	HOT	Entering the Age of Agentic Lightning Nodes with Terminal ⚡🤖
1547086	bitcoin	1	994	0	6	14.9	223678	6004	recent@bitcoin|top@bitcoin		Does two words per pill actually give full BIP39 entropy
1547018	bitcoin	1	775	0	20	15.7	280679	22930	recent@bitcoin|top@bitcoin		Removing Luke Dashjr as a BIP editor is a sign of bitcoin centralization.
1546760	bitcoin_beginners	1	683	0	1	28.6	432090	2056	recent@bitcoin_beginners		What Happens In a Hard Fork?
1546989	bitcoin	1	637	0	2	16.5	934367	966	recent@bitcoin|top@bitcoin		SeedSigner BIP46 support (JoinMarket timelocked fidelity bonds)
1546917	news	2	562	0	3	20.4	74100	11999	recent@bitcoin|top@bitcoin		Metaplanet announces BitBonds
1546839	bitcoin	1	524	0	3	25.1	223678	6004	recent@bitcoin		CEO of Breeze: 'Bitcoin is not a UTXO. Bitcoin is just a brand.'
1546711	bitcoin	1	508	0	11	30.5	1532836	231	recent@bitcoin|recent@bitcoin_beginners|recent@bitcoinplusplus		Boltz is like the phoenix.
1547119	lightning	1	432	0	1	14.3	263526	566	recent@lightning|top@lightning		ZEUS wallet get more Lightning liquidity after signing LOI with B HODL
1546612	bitdevs	1	361	0	2	33.4	280679	22930	recent@bitcoinplusplus|recent@bitdevs		Black Box Justice: What Bitcoin Developers Need to Know About How the U.S. Gov
1546995	math	2	358	0	0	16.3	74100	11999	recent@bitcoin|top@bitcoin		Towards libshrincs: verified hash-based signatures for Bitcoin - remix7531
