# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1540813	bitcoin	1	10978	0	19	9.6	724606	11939	recent@bitcoin|top@bitcoin|recent@econ	HOT,SIGNAL	The Nordic Node #7: The Day the Token Wars Came
1541015	bitcoin	1	6114	0	33	5.4	48657	14523	recent@bitcoin|top@bitcoin|recent@AskSN	HOT,SIGNAL	Is Bitcoin primarily a "lifestyle brand"?
1541165	bitcoin	1	6101	0	4	2.7	102558	1117	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Node Runners what are you running?
1541071	bitcoin	1	6010	0	0	4.7	1014665	221	recent@bitcoin|top@bitcoin	HOT,SIGNAL	COLDCARD, CLN DoS, Stack Exchange - Bitcoin Optech Newsletter #416 Recap Podcast
1540905	math	2	4946	0	30	7.4	88718	46171	recent@bitcoin_beginners|top@bitcoin_beginners|recent@math	HOT,SIGNAL	[ELI5] How does low entropy hurt security?
1540811	bitcoin	1	3368	0	14	9.6	14476	327	recent@bitcoin|top@bitcoin	HOT,SIGNAL	There is not 1 single compelling evidence that this was a backdoor.
1541180	lightning	1	3353	0	5	1.7	328486	4684	recent@lightning|top@lightning	FRESH,HOT,SIGNAL	Zeus infra temporarily offline following security incident
1540851	BooksAndArticles	2	2924	0	0	8.8	724606	11939	recent@econ|top@econ|recent@BooksAndArticles	HOT,SIGNAL	BOOK on BOOKS: Skin in the Game, by Nassim Taleb
1541116	meta	1	2357	0	3	3.7	1	27027	recent@meta|top@meta	HOT,SIGNAL	SN release: attached wallet send and receive interface
1541127	news	2	2084	0	3	3.3	74100	11832	recent@bitcoin|top@bitcoin|recent@news	HOT,SIGNAL	wiz is looking for support to register .bitcoin top level domain
1541179	AskSN	2	1625	0	0	1.7	1242375	141	recent@AskSN|top@AskSN	FRESH,HOT,SIGNAL	Will Luke Dashjr actually leave Bitcoin when BIP110 forks off?
1541104	bitcoin	1	1499	0	2	4.1	68842	627	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Bitcoin Toxic Maximalism Has Failed
1541113	news	2	1296	0	8	3.8	74100	11832	recent@bitcoin|top@bitcoin|recent@news	HOT,SIGNAL,SELF_POST_OPP	"Having said all that… I’M NOT FUCKING LEAVING!"
1540842	mostly_harmless	2	948	0	3	8.9	341578	5907	recent@mostly_harmless|top@mostly_harmless	SIGNAL	Victim or empowered, what if we decide?
1540885	bitcoin	1	930	0	20	8.0	14476	327	recent@bitcoin|top@bitcoin	SIGNAL	nvk deleting tweets as we speak. Backup and screenshoot interactions with him!
1541190	bitcoin	1	855	0	5	1.5	995395	86	recent@bitcoin|top@bitcoin	FRESH,SIGNAL	Defending funds on ColdCard with RBF transactions
1540731	bitcoin	1	851	0	1	11.7	30782	25351	recent@bitcoin|top@bitcoin	SIGNAL	The Bitcoin Matrix - Hodlonaut
1540916	bitcoin	1	668	0	1	7.3	593189	849	recent@bitcoin|top@bitcoin	SIGNAL	south korean influencers got followers to use dice rolls for wallet entropy
1540800	lightning	1	586	0	1	10.0	440729	221	recent@lightning|top@lightning	SIGNAL	Biggest Channel Opened Today (5.0 BTC) + New Node Spotlight (0284a3153f3f198ca…)
1541141	tech	1	487	0	4	3.1	1532699	53	recent@tech|top@tech|recent@Stacker_Stocks	SIGNAL	Motley Fool's new Double Down total conviction stock pick...
