# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1551655	AI	1	3415	0	6	11.8	4078	5404	recent@AI|top@AI	HOT,SIGNAL	Terence Tao - Mathematics in the age of AI
1551726	AI	1	2578	0	13	9.5	241	2907	recent@AI|top@AI	HOT,SIGNAL	Jacob Tsimerman on winning 2026 Fields medal and leaving academia for OpenAI
1551734	security	1	476	0	3	9.4	1	27172	recent@bitcoin|top@bitcoin|recent@lightning	SIGNAL	Atomiq, bitcoin alt swapper, shuts down following "sophisticated AI attacks"
1551683	tech	1	437	0	0	11.0	1497665	11	recent@bitcoin|top@bitcoin|recent@tech	SIGNAL	satd (full Bitcoin node in Rust): Guided Code Tour
1551824	lol	2	362	0	0	5.2	296825	5169	recent@tech|top@tech	SIGNAL	What else can you use to find subdomains?
1551673	tech	1	277	0	0	11.3	161788	10279	recent@tech|top@tech	SIGNAL	Watching TikTok and Instagram deactivates the cognitive control network: Study
1551744	bitcoin_beginners	1	198	0	3	9.3	1532836	295	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining	SIGNAL	Blockparty #35 Saturday 22
1551820	bitcoin	1	178	0	1	5.6	296825	5169	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning	SIGNAL	Unlukey: a tool to  identify wallet addresses generated from weak seed phrases
1551789	security	1	146	0	0	7.6	135735	21	recent@security|top@security	SIGNAL	CareCloud breach exposes data of 3.76 million patients
1551719	bitcoin_beginners	1	145	0	0	9.8	296825	5169	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	Bitcoin Monetary Node
1551900	AI	1	125	0	1	0.9	934367	975	recent@AI|top@AI	FRESH,SIGNAL	DeepSeek plugin based harness - Fireship - YouTube
1551724	bitcoin_beginners	1	107	0	2	9.6	296825	5169	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	Bitcoin Alpha 2026 — Invite-Only Unconference · Santa Monica
1551134	bitcoin	1	20591	0	2	34.8	223678	6024	recent@bitcoin	HOT	This post was paid for with Wavelength
1551319	lightning	1	14142	0	17	24.5	14089	272	recent@lightning	HOT	I closed my node c-otto.de
1551629	privacy	1	8849	0	2	13.2	12309	3625	recent@privacy|top@privacy	HOT	Federal judge strikes down ATF 'ghost gun' rule for 3D printed parts
1551365	tech	1	6195	0	6	21.4	74100	12093	recent@tech|top@tech	HOT	IDN homograph phishing and an election in Alaska
1551336	AskSN	2	4140	0	12	23.1	1242375	191	recent@bitcoin|top@bitcoin	HOT,SELF_POST_OPP	Have you ever had a utxo rejected by an exchange, merchant, or gift card co?
1551592	bitcoin	1	3636	0	8	14.0	1420309	26	recent@bitcoin|top@bitcoin	HOT	Coinos NWC keys rotated
1551313	the_stacker_muse	3	2574	0	6	25.0	74100	12093	recent@bitcoin	HOT,SELF_POST_OPP	You Cannot Store "Lifetime" - John Carvalho
1551417	bitcoin_Mining	1	1988	0	8	19.0	30782	25517	recent@bitcoin_Mining|top@bitcoin_Mining	HOT	Kbox 22TH 300W Quiet Hash Heater - GekkoScience
1551573	bitcoin	1	1814	0	1	14.3	74100	12093	recent@bitcoin|top@bitcoin|recent@bitdevs	HOT	Bitcoin Dev Launchpad First Cohort: Alumni Outlook
1551476	bitcoin	1	1196	0	9	16.9	74100	12093	recent@bitcoin|top@bitcoin	HOT	We replaced our ledger with two functions - River
1551640	AI	1	1111	0	1	12.7	1	27172	recent@bitcoin|top@bitcoin|recent@lightning	HOT	One thing L402 can learn from x402
1551441	bitcoin	1	1062	0	0	18.3	1426133	14	recent@bitcoin|top@bitcoin	HOT	1k+ ETH in Phishing Attack After Using Tornado Cash’s Expired Official Domain
1551283	AskSN	2	923	0	10	27.3	1301409	41	recent@bitcoin|recent@devs	SELF_POST_OPP	It's time to build
1551195	bitcoin	1	789	0	1	32.9	8842	481	recent@bitcoin		The Book of Genesis
1551103	AI	1	689	0	4	35.6	182100	849	recent@AI		Anybody tried berd?
1551347	tech	1	526	0	1	22.1	161788	10279	recent@tech|top@tech		Don't Paste the AI, please
