# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1551319	lightning	1	9626	0	13	11.4	14089	272	recent@lightning|top@lightning	HOT,SIGNAL	I closed my node c-otto.de
1551529	AskSN	2	5487	0	12	2.3	375005	2109	recent@Construction_and_Engineering|top@Construction_and_Engineering|recent@AskSN	HOT,SIGNAL,SELF_POST_OPP	What is your dream house like?
1551336	AskSN	2	3978	0	11	10.1	1242375	191	recent@bitcoin|top@bitcoin|recent@AskSN	HOT,SIGNAL,SELF_POST_OPP	Have you ever had a utxo rejected by an exchange, merchant, or gift card co?
1551313	the_stacker_muse	3	2553	0	6	11.9	74100	12090	recent@bitcoin|top@bitcoin	HOT,SIGNAL,SELF_POST_OPP	You Cannot Store "Lifetime" - John Carvalho
1551573	bitcoin	1	1748	0	0	1.2	74100	12090	recent@bitcoin|top@bitcoin|recent@bitdevs	FRESH,HOT,SIGNAL	Bitcoin Dev Launchpad First Cohort: Alumni Outlook
1551372	Politics_And_Law	3	1210	0	5	8.1	724606	12182	recent@econ|top@econ	HOT,SIGNAL,SELF_POST_OPP	Wind Energy Is Booming Anyway (FT, Martha Muir)
1551592	bitcoin	1	1206	0	5	0.9	1420309	26	recent@bitcoin|top@bitcoin	FRESH,HOT,SIGNAL	Coinos NWC keys rotated
1551476	bitcoin	1	1175	0	9	3.8	74100	12090	recent@bitcoin|top@bitcoin	HOT,SIGNAL	We replaced our ledger with two functions - River
1551587	bitcoin	1	1146	0	3	0.9	328486	4802	recent@lightning|top@lightning	FRESH,HOT,SIGNAL	Hitler tries a fake L2...
1551441	bitcoin	1	1036	0	0	5.2	1426133	14	recent@bitcoin|top@bitcoin	HOT,SIGNAL	1k+ ETH in Phishing Attack After Using Tornado Cash’s Expired Official Domain
1551435	AskSN	2	1026	0	9	5.5	238412	227	recent@AskSN|top@AskSN	HOT,SIGNAL,SELF_POST_OPP	Sats based domain purchases
1551453	news	2	923	0	2	4.7	984933	2086	recent@news|top@news	SIGNAL	Founder of Chinese property giant Evergrande sentenced to life in prison
1551417	bitcoin_Mining	1	906	0	3	6.0	30782	25515	recent@bitcoin_Mining|top@bitcoin_Mining	SIGNAL	Kbox 22TH 300W Quiet Hash Heater - GekkoScience
1551549	Education	2	768	0	5	1.8	48657	14797	recent@econ|top@econ|recent@Education	FRESH,SIGNAL,SELF_POST_OPP	How Colleges Produce Socialists
1551411	AskSN	2	707	0	2	6.4	104755	12773	recent@AskSN|top@AskSN	SIGNAL	What did you recently teach your child?
1551347	tech	1	505	0	1	9.0	161788	10273	recent@tech|top@tech	SIGNAL	Don't Paste the AI, please
1551505	lol	2	405	0	1	2.8	74100	12090	recent@bitcoin|top@bitcoin|recent@lol	SIGNAL	COLDCARD Security Update: Seed Generation, Transaction Integrity, Data Isolation
1551365	tech	1	398	0	1	8.3	74100	12090	recent@tech|top@tech	SIGNAL	IDN homograph phishing and an election in Alaska
1551390	podcasts	2	392	0	2	7.5	9274	26504	recent@history|top@history|recent@podcasts	SIGNAL	The Battle of Antietam: The bloodiest day in American History
1551376	bitcoin	1	389	0	2	7.9	249216	278	recent@bitcoin|top@bitcoin	SIGNAL	🔥 SATS Routing | Non-Custodial Bitcoin Bridge
1551350	Design	2	282	0	0	8.9	163128	3767	recent@nostr|top@nostr|recent@Design	SIGNAL	Gart | Stealth. Ready. Smart. because Hope is not a strategy.
1551402	Music	3	281	0	2	7.0	1032604	31	recent@Design|top@Design	SIGNAL	Wallet seed holding 1,000,000 sats hidden across 12 cheesy 80s music videos
1551429	lightning	1	280	0	1	5.7	440729	236	recent@lightning|top@lightning	SIGNAL	Biggest Channel Opened Today (5.0 BTC) + New Node Spotlight (035af4535e322105e…)
1551356	AskSN	2	208	0	0	8.8	1532836	287	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining	SIGNAL	Morning reflection
1551564	AskSN	2	202	0	5	1.4	1208996	450	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	FRESH,SIGNAL,SELF_POST_OPP	Bitcoin Survey 🤔⚡⚡
1551430	bitcoin_beginners	1	153	0	0	5.7	296825	5161	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	Bisq Release version is 1.10.5
1551588	bitcoin	1	144	0	3	0.9	1433185	247	recent@bitcoin_beginners|top@bitcoin_beginners	FRESH,SIGNAL	Which P2P platform are you currently using?
1551354	meta	1	133	0	0	8.9	36151	1600	recent@meta|top@meta	SIGNAL	This Day on SN: August 20
1551393	bitcoin	1	121	0	4	7.4	1551133	7	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	My Bitcoin Felt Less Safe the Moment I Took Control of It
1551422	news	2	119	0	0	5.9	51481	4141	recent@econ|top@econ|recent@news	SIGNAL	Moscow drivers face long queues to refill as fuel shortages return
1551496	AI	1	112	0	3	3.1	458256	4869	recent@AI|top@AI	SIGNAL	A Chinese AI robot just broke Usain Bolt’s 100m record.
1550794	Politics_And_Law	3	11082	0	8	31.9	724606	12182	recent@econ	HOT,SELF_POST_OPP	Capitalism, as Told by Its Enemies (The Dispatch, Phil Magness)
1550840	lightning	1	10554	0	11	29.9	263526	587	recent@lightning	HOT	A thousand people can own one Bitcoin transaction.
1551154	Politics_And_Law	3	5865	0	22	21.2	74100	12090	recent@econ|top@econ	HOT	$40,000,000,000,000.00
1550837	bitcoin_Mining	1	1803	0	17	30.0	30782	25515	recent@bitcoin_Mining	HOT	Is merged mining shitcoinery?
1550966	bitcoin	1	1655	0	18	26.1	593189	860	recent@bitcoin	HOT	Hardware wallets shouldn't be a source of randomness. Period. Dice only.
1550881	Politics_And_Law	3	1065	0	34	28.7	30782	25515	recent@econ	HOT	Treasury doubles debt buybacks as Bessent moves to steady bond market
1551110	art	3	1042	0	5	22.3	691376	192	recent@Construction_and_Engineering|top@Construction_and_Engineering|recent@Design	HOT,SELF_POST_OPP	Where did the world lose its beauty?
1551032	bitcoin	1	1016	0	4	24.5	1551032	5	recent@bitcoin	HOT	Spanish Naturgy does NOT allow bitcoin payments
1550951	lightning	1	962	0	3	26.7	163128	3767	recent@lightning		RaspiBolt v4 Complete Rebuild is Live - The Sovereign Bitcoin Lightning node
1550901	BooksAndArticles	2	953	0	3	28.1	724606	12182	recent@econ|recent@BooksAndArticles		The Nordic Node #8: Suitcoiner Phoenix, Pokémon, and Blockchains
1551283	AskSN	2	923	0	10	14.3	1301409	41	recent@bitcoin|top@bitcoin|recent@devs	SELF_POST_OPP	It's time to build
