# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1531592	bitcoin	1	13049	0	0	7.1	1014665	217	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Full signature aggregation BIP draft - Bitcoin Optech Newsletter #415
1531972	Design	2	5047	0	2	0.8	383547	3397	recent@Design|top@Design	FRESH,HOT,SIGNAL	Which AI? — Guess the designer
1531543	bitcoin	1	4900	0	4	8.0	133081	688	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Bitcoin Optech Newsletter #415
1531899	bitcoin	1	4548	0	16	2.4	30782	25233	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Unexpected Orange Pilling Success
1531930	econ	2	4544	0	2	1.7	724606	11739	recent@econ|top@econ	FRESH,HOT,SIGNAL	Here’s How Nancy Pelosi Beat the Stock Market and Warren Buffett
1531953	bitcoin	1	4182	0	0	1.3	298505	835	recent@bitcoin|top@bitcoin|recent@podcasts	FRESH,HOT,SIGNAL	Bitcoin Could Split In 15 Days — How To Protect Your Stack | Wicked & Portland
1531455	meta	1	3878	0	70	10.6	372287	3353	recent@meta|top@meta	HOT,SIGNAL	Bot & Slop we should mute
1531695	podcasts	2	3466	0	0	5.4	296825	4952	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitdevs	HOT,SIGNAL	CD209: MATTHEW VUK - BARK - BITCOIN PAYMENTS ON ARK
1531875	Politics_And_Law	3	3173	0	3	2.9	724606	11739	recent@econ|top@econ	HOT,SIGNAL	Nobody in Congress Insider Trades (WSJ, Editorial Board)
1531597	news	2	3142	0	4	6.9	126503	795	recent@bitcoin_Mining|top@bitcoin_Mining|recent@news	HOT,SIGNAL	Bitcoin mining pool Poolin files for Chapter 11 bankruptcy
1531498	tech	1	3043	0	1	9.3	296825	4952	recent@devs|top@devs|recent@tech	HOT,SIGNAL	The Tor Project Sunsetting Tor 0.4.8 – Please update to 0.4.9 by September
